"Id","Date","Time","Question","Details","Answer","Notes","Entered By","What type of questions?","What tools were used?","What forms were used?","If Technology Question:","Was the patron referred elsewhere?"
"o16776622","2017-08-09","13:54","","","15","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16769082","2017-08-08","19:56","","","21","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16767471","2017-08-08","16:03","","","24","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16761582","2017-08-07","20:28","","","11","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16760041","2017-08-07","16:20","","","20","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16759251","2017-08-07","15:14","","","22","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16756829","2017-08-07","12:05","","","7","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16753017","2017-08-06","18:35","","","13","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16752694","2017-08-06","16:03","","","13","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16752269","2017-08-06","12:10","","","4","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16748965","2017-08-04","16:01","","","20","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16748457","2017-08-04","15:09","","","22","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16746791","2017-08-04","12:11","","","15","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16744030","2017-08-03","20:11","","","10","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16743484","2017-08-03","18:08","","","10","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16742594","2017-08-03","16:20","","","15","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16741880","2017-08-03","15:09","","","20","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16736340","2017-08-02","20:19","","","6","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16735759","2017-08-02","18:39","","","8","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16728289","2017-08-01","20:03","","","10","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16727714","2017-08-01","18:12","","","20","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16727304","2017-08-01","17:15","","","21","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16620753","2017-07-31","16:08","","","20","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16613862","2017-07-30","18:05","","","14","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16613559","2017-07-30","16:04","","","19","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16613453","2017-07-30","15:15","","","17","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16613085","2017-07-30","12:11","","","0","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16610520","2017-07-28","15:46","","","18","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16605784","2017-07-27","19:59","","","10","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16605040","2017-07-27","18:12","","","15","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16603321","2017-07-27","15:07","","","30<br />","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16597054","2017-07-26","18:03","","","15","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16596304","2017-07-26","16:33","","","25","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16589868","2017-07-25","20:10","","","8","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16588965","2017-07-25","17:55","","","24","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16587180","2017-07-25","15:17","","","15","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16566863","2017-07-24","20:07","","","8","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16562202","2017-07-24","12:38","","","13","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16557892","2017-07-23","18:03","","","19","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16557410","2017-07-23","15:05","","","16","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16557067","2017-07-23","12:12","","","4","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16554551","2017-07-21","16:02","","","13","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16553873","2017-07-21","14:49","","","16","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16552424","2017-07-21","12:09","","11","","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16549538","2017-07-20","20:14","","","8","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16547641","2017-07-20","16:09","","","15","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16546152","2017-07-20","13:54","","","16","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16541680","2017-07-19","20:06","","","13","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16540930","2017-07-19","18:09","","","14","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16540929","2017-07-19","18:09","","","19","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16539104","2017-07-19","15:02","","","19","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16501837","2017-07-18","20:19","","","20","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16501206","2017-07-18","18:37","","","19","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16499012","2017-07-18","15:11","","","28","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16493012","2017-07-17","20:13","","","6","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16491783","2017-07-17","17:54","","","21","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16491100","2017-07-17","16:57","","","25","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16487254","2017-07-17","12:43","","","18","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16482670","2017-07-16","18:09","","","12","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16482253","2017-07-16","15:57","","","15","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16481714","2017-07-16","12:15","","","2","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16479433","2017-07-14","16:30","","","10","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16478057","2017-07-14","14:05","","","13","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16477302","2017-07-14","12:37","","","12","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16474416","2017-07-13","20:01","","","8","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16474305","2017-07-13","19:35","","","13","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16472607","2017-07-13","15:59","","","16","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16471159","2017-07-13","13:55","","","18","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16470307","2017-07-13","12:41","","","9","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16467129","2017-07-12","20:01","","","14","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16466642","2017-07-12","18:32","","","15","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16465146","2017-07-12","16:05","","","27","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16464362","2017-07-12","15:02","","","19","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16462316","2017-07-12","12:35","","","23","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16458916","2017-07-11","20:07","","","18","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16458426","2017-07-11","18:41","","","30","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16456864","2017-07-11","16:37","","","29","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16454259","2017-07-11","13:58","","","19","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16452860","2017-07-11","12:33","","","12","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16448595","2017-07-10","18:23","","","6","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16440235","2017-07-09","18:06","","","10","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16439869","2017-07-09","15:55","","","18","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16439334","2017-07-09","12:09","","","2","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16435890","2017-07-07","15:52","","","8","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16434446","2017-07-07","14:04","","","5","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16432742","2017-07-07","12:19","","","7","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16429669","2017-07-06","19:57","","","5","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16429063","2017-07-06","18:04","","","14","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16427796","2017-07-06","16:04","","","16","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16426268","2017-07-06","14:04","","","10","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16424826","2017-07-06","12:12","","","19","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16421512","2017-07-05","20:08","","","7","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16420354","2017-07-05","18:05","","","21","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16418051","2017-07-05","16:12","20","","","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16416403","2017-07-05","14:26","19","","","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16409861","2017-07-03","20:06","","","3","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16409243","2017-07-03","17:53","","","12","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16408469","2017-07-03","16:02","11","","","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16407367","2017-07-03","14:42","","","7","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16404105","2017-07-03","08:07","","","0","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16403109","2017-07-02","18:08","4","","","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16402839","2017-07-02","15:59","6","","","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16402592","2017-07-02","14:06","","","8","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16402456","2017-07-02","12:35","","","6","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16399187","2017-06-30","15:56","","","15","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16398069","2017-06-30","14:25","15","","","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16396461","2017-06-30","12:03","","","14","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16393687","2017-06-29","20:07","","","2","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16391630","2017-06-29","18:06","","","12","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16386805","2017-06-29","16:02","","","20","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16384274","2017-06-29","13:56","15","","","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16381737","2017-06-29","12:10","","","10","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16379277","2017-06-29","08:00","","","0","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16375523","2017-06-28","20:15","","","8","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16374968","2017-06-28","18:37","","","14","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16369786","2017-06-28","13:56","","","29","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16368238","2017-06-28","12:21","23","","","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16373083","2017-06-28","04:00","25","","","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16357594","2017-06-27","16:21","25","","","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16355493","2017-06-27","14:03","","","23","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16332827","2017-06-26","20:11","","","7","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16233566","2017-06-25","18:03","","","22","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16233228","2017-06-25","16:01","","","39","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16232842","2017-06-25","14:01","","","21","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16228573","2017-06-23","16:19","","","5","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16226981","2017-06-23","14:06","","","23","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16225746","2017-06-23","12:06","","","9","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16223148","2017-06-22","20:06","","","7<br />","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16222302","2017-06-22","18:23","","","11","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16219838","2017-06-22","14:59","","","15","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16147059","2017-06-21","18:07","","","21","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16145742","2017-06-21","16:00","23","","","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16143313","2017-06-21","14:15","","","15","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16143311","2017-06-21","14:15","","","","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16141661","2017-06-21","12:38","25","","","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16135486","2017-06-20","16:14","","","19","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16134420","2017-06-20","15:12","37","","","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16126185","2017-06-19","20:06","","12","","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16124999","2017-06-19","18:00","","","8","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16123143","2017-06-19","16:00","","","17","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16115427","2017-06-18","18:04","7","","","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16114650","2017-06-18","12:35","","","1","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16110696","2017-06-16","15:54","","","8","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16101360","2017-06-15","14:15","22","","","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16099541","2017-06-15","12:12","","","22","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16096125","2017-06-14","20:02","","","10","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16093440","2017-06-14","15:57","","","26","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16091509","2017-06-14","13:57","24","","","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16090039","2017-06-14","12:31","","","20","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16081778","2017-06-13","14:24","","","23","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16075723","2017-06-12","20:05","","","13","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16074881","2017-06-12","18:21","","","28","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16073146","2017-06-12","16:12","","","43","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16071101","2017-06-12","14:17","32","","","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16065789","2017-06-11","18:01","","","14","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16065651","2017-06-11","17:10","","","24","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16064878","2017-06-11","12:21","","","3","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16060868","2017-06-09","15:49","","","12","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16059892","2017-06-09","14:11","","","10","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16058619","2017-06-09","12:05","","","8","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16055825","2017-06-08","20:08","6","","","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16052084","2017-06-08","14:03","","","18","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16050900","2017-06-08","12:31","14","","","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16019365","2017-06-07","20:01","","","24","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16018685","2017-06-07","18:07","","","19","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16017363","2017-06-07","16:10","","","15","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16015957","2017-06-07","14:26","","","17","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16010233","2017-06-06","20:03","","","16","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o16009387","2017-06-06","18:06","","","24","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15989685","2017-06-04","12:09","","","2","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15981181","2017-06-01","20:09","","","12","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15972665","2017-05-31","20:08","","","17","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15806000","2017-05-26","16:21","","","8","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15750213","2017-05-19","20:14","","19","19","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15749942","2017-05-19","18:10","","","20","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15749635","2017-05-19","17:09","","15","15","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15747819","2017-05-19","13:54","","","59","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15745824","2017-05-19","09:56","","","97","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15745374","2017-05-19","08:11","","","4","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15744952","2017-05-19","00:01","","","47","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15744692","2017-05-18","22:12","","","123","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15744261","2017-05-18","20:16","","","124","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15743662","2017-05-18","18:17","","","140","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15739484","2017-05-18","11:59","","","217","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15738540","2017-05-18","10:26","","","84","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15737887","2017-05-18","08:22","","","38","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15735864","2017-05-17","22:11","","","191","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15735501","2017-05-17","20:46","","","142","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15734529","2017-05-17","18:12","","","140","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15733211","2017-05-17","16:04","","","217","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15730204","2017-05-17","12:04","","","140","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15728896","2017-05-17","09:58","","","62","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15728430","2017-05-17","08:13","","","2","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15727446","2017-05-17","00:02","","","63","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15727041","2017-05-16","22:05","","","140","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15726430","2017-05-16","19:58","","","152","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15725771","2017-05-16","18:13","","","125","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15724465","2017-05-16","16:10","","","196","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15722542","2017-05-16","14:06","","","219","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15720838","2017-05-16","12:04","","","179","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15718276","2017-05-16","08:14","","","7","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15717513","2017-05-16","00:06","","","80","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15717007","2017-05-15","22:05","","","175","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15716291","2017-05-15","20:07","","","180","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15715478","2017-05-15","18:14","","","196","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15713661","2017-05-15","16:09","","","235","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15707154","2017-05-15","10:44","","","69","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15705393","2017-05-15","08:27","","36","","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15704248","2017-05-14","21:56","","","190","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15703868","2017-05-14","20:07","","","110","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15703468","2017-05-14","18:07","","","137","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15703166","2017-05-14","16:05","","","135","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15702804","2017-05-14","14:04","","","170","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15702626","2017-05-14","12:19","","","79","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15702174","2017-05-13","20:06","","","21","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15702017","2017-05-13","18:03","","","146","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15701729","2017-05-13","16:12","","","106","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15701453","2017-05-13","14:35","","","200","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15700999","2017-05-13","12:22","","","150","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15700706","2017-05-13","10:00","","","2","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15700361","2017-05-12","20:45","","","57","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15700128","2017-05-12","18:39","","","120","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15697662","2017-05-12","14:07","","","101","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15695171","2017-05-12","10:13","","","67","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15694493","2017-05-12","08:12","","","14","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15693900","2017-05-12","00:01","","","59","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15693444","2017-05-11","22:05","","","131","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15692714","2017-05-11","20:12","","","167","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15691783","2017-05-11","18:09","","165","165","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15690395","2017-05-11","16:18","","205","205","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15688420","2017-05-11","14:01","","","200","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15684557","2017-05-11","08:21","","","7","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15682969","2017-05-10","22:06","","","134","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15681958","2017-05-10","20:17","","","118","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15677596","2017-05-10","16:14","","","172","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15675512","2017-05-10","14:01","","","168","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15673723","2017-05-10","12:08","","","89","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15672237","2017-05-10","10:22","","","45","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15671429","2017-05-10","08:15","","","2","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15670452","2017-05-10","00:05","","","45","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15669678","2017-05-09","21:55","","","90","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15668951","2017-05-09","20:08","","","70","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15667730","2017-05-09","17:59","","","124","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15666299","2017-05-09","16:08","","","112","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15664220","2017-05-09","14:07","","","130","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15662125","2017-05-09","12:12","","","158","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15660385","2017-05-09","10:07","","","62","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15659382","2017-05-09","08:12","","","2","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15658145","2017-05-09","00:06","","","70","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15657440","2017-05-08","22:12","","","110","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15656501","2017-05-08","20:10","","","170","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15655475","2017-05-08","18:20","","","192","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15653461","2017-05-08","16:01","","","189","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15651304","2017-05-08","14:13","","","146","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15648861","2017-05-08","11:57","","","122","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15647172","2017-05-08","10:12","","","62","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15646209","2017-05-08","08:26","","","25","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15643006","2017-05-07","23:55","","","67","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15642252","2017-05-07","21:51","","","175","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15640982","2017-05-07","18:11","","","157","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15640332","2017-05-07","15:59","","","160","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15639703","2017-05-07","14:09","","","166","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15639231","2017-05-07","12:04","","","29","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15638462","2017-05-06","20:01","","","48","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15638215","2017-05-06","18:06","","","75","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15637711","2017-05-06","15:53","","","120","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15637208","2017-05-06","14:00","","","107","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15636718","2017-05-06","12:08","","","42","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15636271","2017-05-06","09:56","","","2","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15635681","2017-05-05","20:00","","","27","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15635246","2017-05-05","18:04","","","190","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15633903","2017-05-05","15:58","","","85","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15632517","2017-05-05","14:16","","","70","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15630800","2017-05-05","12:10","","","137","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15629267","2017-05-05","10:08","","","59","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15600100","2017-05-05","08:16","","","7","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15599305","2017-05-05","00:00","","","65","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
"o15598795","2017-05-04","22:09","","","126","","Circulation Student","Head Count - Main","blank","blank","blank","blank"
