"Id","Date","Time","Question","Details","Answer","Notes","Entered By","What type of questions?","What tools were used?","What forms were used?","If Technology Question:","Was the patron referred elsewhere?"
"o17213636","2017-09-12","09:58","","","14","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17212373","2017-09-12","08:13","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17211581","2017-09-12","00:25","","","7","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17210801","2017-09-11","22:08","","","31","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17209356","2017-09-11","20:18","","","42","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17203777","2017-09-11","16:05","","","43","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17199358","2017-09-11","13:57","","","36","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17195385","2017-09-11","12:03","","","28","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17192109","2017-09-11","10:11","","","15","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17190456","2017-09-11","08:24","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17189514","2017-09-11","00:06","","","2","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17189015","2017-09-10","22:13","","","12","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17188067","2017-09-10","20:04","","","22","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17186031","2017-09-10","16:11","","","64","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17184874","2017-09-10","14:03","","","40","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17184187","2017-09-10","12:18","","","4","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17183563","2017-09-09","20:02","","","6","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17183334","2017-09-09","18:29","","","15","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17182667","2017-09-09","16:10","","","7","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17181733","2017-09-09","13:55","","","9","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17181038","2017-09-09","12:06","","","2","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17180555","2017-09-09","10:15","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17180077","2017-09-08","20:10","","","2","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17179600","2017-09-08","18:12","","","9","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17178062","2017-09-08","16:23","","","18","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17175513","2017-09-08","14:24","","","25","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17168947","2017-09-08","10:01","","","11","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17167794","2017-09-08","08:18","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17167043","2017-09-08","00:07","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17166500","2017-09-07","22:17","","","8","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17165264","2017-09-07","20:04","35","","","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17163397","2017-09-07","18:05","","","21","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17160314","2017-09-07","16:00","","","44","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17157186","2017-09-07","14:27","","","38","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17148318","2017-09-07","10:12","","","16","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17146643","2017-09-07","08:18","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17145640","2017-09-07","00:09","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17144793","2017-09-06","22:10","","","22","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17140750","2017-09-06","18:07","","","20","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17136681","2017-09-06","16:01","","","20","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17132355","2017-09-06","14:11","","","40","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17128107","2017-09-06","12:24","","","39 ","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17123430","2017-09-06","10:14","","","15","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17121377","2017-09-06","08:10","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17119881","2017-09-05","22:30","","","6","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17115413","2017-09-05","17:57","","","15","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17112169","2017-09-05","16:15","","25","25","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17111733","2017-09-05","16:02","","28","28","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17102663","2017-09-05","12:15","","","27","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17097394","2017-09-05","10:00","","","10","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17095269","2017-09-05","08:08","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17080196","2017-09-01","16:07","","","7","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17077210","2017-09-01","14:09","","","27","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17075234","2017-09-01","12:48","","","17","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17071142","2017-09-01","10:07","","5","","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17069694","2017-09-01","08:29","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17068583","2017-08-31","22:24","","","2","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17067419","2017-08-31","20:13","","","13","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17065183","2017-08-31","17:54","","","14","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17061963","2017-08-31","16:08","","","28","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17057269","2017-08-31","14:04","","","21","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17051985","2017-08-31","11:54","","","32","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17048231","2017-08-31","10:06","","","12","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17046436","2017-08-31","08:14","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17045572","2017-08-31","00:10","","","2","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17044762","2017-08-30","22:12","","","11","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17043290","2017-08-30","20:08","","","12","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17041057","2017-08-30","18:13","","","18","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17039327","2017-08-30","17:07","","25","25","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17031803","2017-08-30","14:01","","","32","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17026648","2017-08-30","12:03","","","28","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17022413","2017-08-30","10:20","","","11","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17018229","2017-08-29","22:05","","","4","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17016297","2017-08-29","19:52","","","9","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17013789","2017-08-29","18:05","","","9","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17010257","2017-08-29","16:25","","","22","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o17005709","2017-08-29","14:36","","","16","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16993707","2017-08-29","10:23","","","9","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16991021","2017-08-29","08:09","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16990221","2017-08-29","00:12","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16989512","2017-08-28","22:06","","","2","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16988293","2017-08-28","20:41","","","2","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16985432","2017-08-28","18:15","","","2","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16980831","2017-08-28","16:04","","","15","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16974655","2017-08-28","13:51","","","9","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16969320","2017-08-28","12:10","","","11","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16963728","2017-08-28","10:12","","","2","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16960855","2017-08-28","08:15","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16960057","2017-08-28","00:00","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16959578","2017-08-27","22:07","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16958914","2017-08-27","20:07","","","2","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16958143","2017-08-27","17:52","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16957093","2017-08-27","15:45","","","2","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16956228","2017-08-27","14:04","","","3","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16955608","2017-08-27","12:10","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16950086","2017-08-25","16:28","","","6","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16944673","2017-08-25","12:42","","","2","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16939986","2017-08-25","08:16","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16934410","2017-08-24","16:27","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16930491","2017-08-24","14:10","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16926386","2017-08-24","12:04","","","3","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16921945","2017-08-24","08:01","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16915189","2017-08-23","16:05","","","4","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16913441","2017-08-23","15:12","","","3","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16895077","2017-08-22","16:04","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16892177","2017-08-22","14:30","","","2","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16877709","2017-08-21","16:23","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16874834","2017-08-21","14:17","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16870655","2017-08-21","12:02","","","2","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16857093","2017-08-18","16:16","","","4","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16855486","2017-08-18","14:13","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16853467","2017-08-18","12:00","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16848164","2017-08-17","16:33","","","2","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16844169","2017-08-17","12:01","","","3","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16836579","2017-08-16","14:08","","","2","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16834440","2017-08-16","11:49","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16828176","2017-08-15","16:07","","","2","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16824358","2017-08-15","12:16","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16817275","2017-08-14","14:54","","","4","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16814939","2017-08-14","12:06","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16797673","2017-08-14","08:15","","","","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16797672","2017-08-14","08:15","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16792593","2017-08-11","15:53","","","3","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16792233","2017-08-11","15:17","","","3","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16790288","2017-08-11","12:02","","","2","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16786113","2017-08-10","16:01","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16785041","2017-08-10","14:24","","","2","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16783929","2017-08-10","12:43","","","3","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16780002","2017-08-09","19:18","","","2","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16778612","2017-08-09","15:59","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16776624","2017-08-09","13:54","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16769081","2017-08-08","19:56","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16767473","2017-08-08","16:03","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16761583","2017-08-07","20:28","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16760038","2017-08-07","16:20","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16759250","2017-08-07","15:13","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16756830","2017-08-07","12:05","","","2","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16753016","2017-08-06","18:35","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16752692","2017-08-06","16:03","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16752268","2017-08-06","12:10","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16748963","2017-08-04","16:01","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16748458","2017-08-04","15:09","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16746794","2017-08-04","12:11","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16744032","2017-08-03","20:11","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16743485","2017-08-03","18:08","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16742595","2017-08-03","16:20","","","4","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16741881","2017-08-03","15:09","","","2","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16736339","2017-08-02","20:19","","","2","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16735762","2017-08-02","18:39","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16728288","2017-08-01","20:02","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16727717","2017-08-01","18:12","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16727302","2017-08-01","17:15","","","5","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16620751","2017-07-31","16:08","","","2","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16613860","2017-07-30","18:05","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16613558","2017-07-30","16:04","","","2","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16613454","2017-07-30","15:15","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16613086","2017-07-30","12:12","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16610522","2017-07-28","15:46","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16605783","2017-07-27","19:59","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16605041","2017-07-27","18:12","","","3","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16603325","2017-07-27","15:07","","","2","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16597056","2017-07-26","18:03","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16596305","2017-07-26","16:33","","","4","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16589867","2017-07-25","20:10","","","4","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16588966","2017-07-25","17:55","","","4","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16587182","2017-07-25","15:17","","","2","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16566864","2017-07-24","20:07","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16562203","2017-07-24","12:39","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16557893","2017-07-23","18:03","","","2","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16557411","2017-07-23","15:05","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16557066","2017-07-23","12:12","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16554552","2017-07-21","16:02","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16553875","2017-07-21","14:49","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16552425","2017-07-21","12:09","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16549540","2017-07-20","20:14","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16547642","2017-07-20","16:09","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16546153","2017-07-20","13:54","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16541681","2017-07-19","20:06","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16540931","2017-07-19","18:09","","","2","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16539105","2017-07-19","15:02","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16501836","2017-07-18","20:19","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16501205","2017-07-18","18:37","","","5","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16499013","2017-07-18","15:11","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16493014","2017-07-17","20:13","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16491784","2017-07-17","17:54","","","3","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16491095","2017-07-17","16:57","","","10","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16487255","2017-07-17","12:43","","","4","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16482671","2017-07-16","18:09","","","2","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16482254","2017-07-16","15:57","","","2","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16481713","2017-07-16","12:15","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16479434","2017-07-14","16:30","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16478058","2017-07-14","14:05","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16477303","2017-07-14","12:37","","","2","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16474417","2017-07-13","20:02","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16473708","2017-07-13","17:54","","","3","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16472608","2017-07-13","15:59","","","4","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16471162","2017-07-13","13:55","","","2","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16470308","2017-07-13","12:41","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16467131","2017-07-12","20:01","","","3","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16466643","2017-07-12","18:32","","","5","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16465148","2017-07-12","16:05","","","4","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16464373","2017-07-12","15:03","","","4","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16462321","2017-07-12","12:35","","","5","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16458917","2017-07-11","20:07","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16458424","2017-07-11","18:41","","","5","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16456869","2017-07-11","16:37","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16454262","2017-07-11","13:58","","","2","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16452858","2017-07-11","12:33","","","3","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16448596","2017-07-10","18:23","","","2","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16440236","2017-07-09","18:06","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16439871","2017-07-09","15:55","","","3","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16439335","2017-07-09","12:09","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16435888","2017-07-07","15:52","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16434447","2017-07-07","14:05","","","2","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16432740","2017-07-07","12:19","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16429670","2017-07-06","19:57","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16429064","2017-07-06","18:05","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16427798","2017-07-06","16:04","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16426270","2017-07-06","14:04","","","2","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16424828","2017-07-06","12:12","","","3","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16421513","2017-07-05","20:08","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16420358","2017-07-05","18:05","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16418054","2017-07-05","16:13","4","","","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16416404","2017-07-05","14:26","2","","","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16409863","2017-07-03","20:06","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16409244","2017-07-03","17:53","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16408470","2017-07-03","16:03","1","","","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16407364","2017-07-03","14:42","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16404106","2017-07-03","08:07","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16403110","2017-07-02","18:08","0","","","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16402840","2017-07-02","15:59","1","","","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16402594","2017-07-02","14:06","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16402457","2017-07-02","12:36","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16399188","2017-06-30","15:56","","","2","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16398070","2017-06-30","14:25","2","","","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16396463","2017-06-30","12:03","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16393688","2017-06-29","20:07","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16391645","2017-06-29","18:06","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16386807","2017-06-29","16:02","","","3","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16384278","2017-06-29","13:56","5","","","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16381740","2017-06-29","12:10","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16379278","2017-06-29","08:00","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16375526","2017-06-28","20:15","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16374970","2017-06-28","18:37","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16369788","2017-06-28","13:56","","","4","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16368242","2017-06-28","12:21","3","","","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16373085","2017-06-28","04:00","4","","","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16357595","2017-06-27","16:21","4","","","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16355499","2017-06-27","14:04","","","6","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16332829","2017-06-26","20:11","","","4","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16233567","2017-06-25","18:03","","","2","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16233229","2017-06-25","16:02","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16232843","2017-06-25","14:01","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16228568","2017-06-23","16:19","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16226983","2017-06-23","14:07","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16225747","2017-06-23","12:06","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16223137","2017-06-22","20:04","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16222303","2017-06-22","18:23","","","1","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16219840","2017-06-22","14:59","","","2","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16147060","2017-06-21","18:08","","","0","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16145747","2017-06-21","16:00","3","","","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16143315","2017-06-21","14:15","","","3","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16141666","2017-06-21","12:38","0","","","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16135488","2017-06-20","16:14","","","2","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16134421","2017-06-20","15:12","2","","","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16126186","2017-06-19","20:06","","2","","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
"o16125000","2017-06-19","18:00","","","2","","Circulation Student","Head Count - Concourse","blank","blank","blank","blank"
